City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,inhambane,-23.865,35.3833,26.99,89,20,4.12,MZ,1733599253
363,taulaga,-11.0553,-171.0883,28.11,81,76,6.73,AS,1733599254
364,auki,-8.7676,160.7034,25.56,90,100,1.71,SB,1733599255
365,zhangjiakou shi xuanhua qu,40.6103,115.0447,-6.93,38,0,2.9,CN,1733599257
366,san antonio de pale,-1.4014,5.6325,26.79,79,26,4.45,GQ,1733599258
367,pisco,-13.7,-76.2167,24.03,64,0,8.23,PE,1733599259
368,happy valley-goose bay,53.3168,-60.3315,-9.83,92,100,6.69,CA,1733599260
369,kuala terengganu,5.3302,103.1408,25.97,94,40,2.24,MY,1733599261
370,yulinshi,38.2906,109.7494,-6.34,27,0,0.8,CN,1733599262
371,es castell,39.8795,4.2854,16.38,48,20,7.72,ES,1733599264
372,flin flon,54.7682,-101.865,-4.09,93,100,2.57,CA,1733599265
373,lockwood,45.8191,-108.4149,11.94,32,75,9.26,US,1733599266
374,margate,51.3813,1.3862,6.6,89,100,1.79,GB,1733599267
375,pama,11.2497,0.7075,26.89,19,98,2.77,BF,1733599268
376,remire-montjoly,4.9167,-52.2667,30.02,66,20,7.2,GF,1733599270
377,namibe,-15.1961,12.1522,21.63,78,14,3.43,AO,1733599271
378,koryazhma,61.3143,47.1691,-9.62,90,94,2.77,RU,1733599272
379,achacachi,-16.05,-68.6833,10.82,74,100,3.59,BO,1733599273
380,simaria,24.8,81.15,14.81,47,92,1.53,IN,1733599152
381,veselyy,47.0934,40.7422,-0.45,79,44,7.83,RU,1733599275
382,baharly,38.4362,57.4316,3.88,63,10,2.87,TM,1733599277
383,ta`u,-14.2336,-169.5144,27.9,81,100,6.82,AS,1733599278
384,igrim,63.1906,64.4162,-13.36,96,86,1.64,RU,1733599279
385,miguel alves,-4.1656,-42.8953,32.88,38,100,1.63,BR,1733599280
386,puerto escondido,15.85,-97.0667,30.46,74,40,3.6,MX,1733599281
387,uchaly,54.2996,59.4521,-16.81,95,26,2.19,RU,1733599282
388,kaoma,-14.7833,24.8,19.97,83,100,0.94,ZM,1733599283
389,dryden,49.7833,-92.7503,0.16,100,100,4.12,CA,1733599284
390,mazagao,-0.115,-51.2894,24.12,90,100,1.17,BR,1733599286
391,tolanaro,-25.0319,46.9987,26.04,73,0,3.09,MG,1733599056
392,ribeira brava,32.65,-17.0667,20.4,77,100,4.88,PT,1733599288
393,mandya,12.5242,76.8958,20.6,89,80,1.56,IN,1733599289
394,saudarkrokur,65.7461,-19.6394,-9.14,90,95,5.19,IS,1733599290
395,tabas,33.5959,56.9244,8.12,39,0,3.09,IR,1733599291
396,timbuktu,16.7735,-3.0074,22.9,13,27,5.29,ML,1733599294
397,gotsucho,35.0,132.2167,6.8,57,100,11.46,JP,1733599295
398,chabahar,25.2919,60.643,24.87,29,6,8.37,IR,1733599296
399,ahiri,19.4,80.0167,22.36,95,99,1.02,IN,1733599297
400,tucacas,10.7906,-68.3258,29.07,65,7,4.12,VE,1733599298
401,kayangel,8.0823,134.7173,28.62,81,100,5.7,PW,1733599300
402,mossel bay,-34.1831,22.146,18.96,77,18,2.3,ZA,1733599157
403,murzuq,25.9155,13.9184,11.91,44,0,3.61,LY,1733599302
404,peniche,39.3558,-9.3811,15.11,72,70,15.11,PT,1733599303
405,novoagansk,61.9449,76.6625,-25.59,100,48,2.06,RU,1733599304
406,belyy yar,53.6039,91.3903,-9.06,92,100,0.0,RU,1733599305
407,malvan,16.0667,73.4667,27.17,72,90,4.6,IN,1733599307
408,namtsy,62.7161,129.6658,-26.38,100,96,0.54,RU,1733599308
409,khovd,48.0056,91.6419,-13.59,71,10,1.37,MN,1733599309
410,shuangjiang,26.1547,109.7138,6.19,85,100,1.77,CN,1733599310
411,quiberon,47.4841,-3.1196,10.11,67,8,18.23,FR,1733599233
412,palenque,17.5167,-91.9667,27.09,65,40,5.14,MX,1733599246
413,dinguiraye,11.3,-10.7167,22.82,23,63,1.4,GN,1733599313
414,vilyuchinsk,52.9306,158.4028,3.15,87,100,10.99,RU,1733599316
415,manokwari,-0.8667,134.0833,26.27,81,100,1.63,ID,1733599317
416,polva,58.0603,27.0694,-1.69,87,100,2.88,EE,1733599318
417,kyzylorda,44.8528,65.5092,-5.99,79,75,6.0,KZ,1733599050
418,labasa,-16.4167,179.3833,25.85,88,39,2.13,FJ,1733599320
419,toamasina,-18.1667,49.3833,23.0,94,20,0.51,MG,1733599321
420,minyat an nasr,31.1229,31.6399,15.56,78,99,1.96,EG,1733599322
421,tralee,52.2704,-9.7026,6.53,65,91,11.97,IE,1733599324
422,kabo,7.6994,18.629,26.65,24,83,2.03,CF,1733599325
423,jinan,36.6683,116.9972,-0.38,27,0,1.58,CN,1733599326
424,hirara,24.8,125.2833,21.15,83,75,13.38,JP,1733599327
425,al ghayzah,16.2079,52.176,27.26,34,100,5.72,YE,1733599328
426,tommot,58.9564,126.2925,-12.79,88,100,5.2,RU,1733599329
427,lasem,-6.6922,111.4527,25.87,90,100,2.74,ID,1733599330
428,lodja,-3.4833,23.4333,21.61,84,81,0.14,CD,1733599332
429,ponta delgada,37.7333,-25.6667,18.44,88,20,3.6,PT,1733599334
430,puerto aysen,-45.4,-72.7,16.33,56,100,2.18,CL,1733599335
431,sale,34.0389,-6.8166,15.38,94,75,1.54,MA,1733599336
432,sovetskiy,61.3614,63.5842,-8.95,90,100,1.84,RU,1733599338
433,tinghir,31.5157,-5.5343,15.84,31,100,0.82,MA,1733599339
434,plettenberg bay,-34.0527,23.3716,19.05,81,33,1.56,ZA,1733599340
435,cabedelo,-6.9811,-34.8339,29.37,68,42,5.59,BR,1733599341
436,champoton,19.35,-90.7167,27.6,57,32,3.62,MX,1733599342
437,kavieng,-2.5744,150.7967,26.61,87,100,7.19,PG,1733599343
438,kruisfontein,-34.0033,24.7314,17.62,92,14,1.83,ZA,1733599344
439,tara,56.8944,74.371,-16.2,98,79,2.51,RU,1733599346
440,howrah,22.5892,88.3103,19.0,72,2,0.0,IN,1733599347
441,willard,41.0531,-82.7263,2.05,60,100,7.26,US,1733599117
442,balikpapan,-1.2675,116.8289,25.55,73,40,2.06,ID,1733599349
443,taltal,-25.4,-70.4833,18.61,71,30,3.0,CL,1733599220
444,vila velha,-20.3297,-40.2925,29.97,71,0,8.75,BR,1733599351
445,tonota,-21.4833,27.4833,29.17,42,5,8.7,BW,1733599352
446,lata,40.1629,-8.3327,8.15,73,22,2.38,PT,1733599355
447,crawfordsville,40.0411,-86.8745,6.01,31,0,7.72,US,1733599356
448,avanigadda,16.0215,80.9181,23.86,85,100,1.7,IN,1733599357
449,jining,35.405,116.5814,-2.15,46,0,1.28,CN,1733599324
450,morrinhos,-17.7311,-49.0994,29.22,49,98,1.79,BR,1733599361
451,lazarevskoye,43.9061,39.3331,11.43,46,99,2.41,RU,1733599363
452,ofunato,39.0717,141.7167,1.03,85,25,4.54,JP,1733599364
453,chaihe,44.7667,129.7,-12.61,83,12,3.67,CN,1733599366
454,antofagasta,-23.65,-70.4,18.6,76,25,4.37,CL,1733598963
455,miri,4.4148,114.0089,25.08,94,20,0.0,MY,1733599220
456,mbandaka,0.0487,18.2603,23.8,79,33,0.13,CD,1733599370
457,ukata,10.8312,5.8249,23.19,23,7,3.74,NG,1733599330
458,zachary,30.6485,-91.1565,11.07,48,40,2.06,US,1733599372
459,omdurman,15.6445,32.4777,30.87,24,9,5.78,SD,1733599375
460,kerikeri,-35.2268,173.9474,18.28,86,100,1.04,NZ,1733599376
461,bocas del toro,9.3333,-82.25,27.61,69,0,4.37,PA,1733599377
462,freeport,40.6576,-73.5832,5.99,47,0,6.69,US,1733599378
463,volodarskiy,46.4013,48.5409,-0.25,71,100,6.45,RU,1733599379
464,pak phanang,8.3511,100.202,25.88,86,92,1.16,TH,1733599380
465,parkes,-33.1333,148.1833,21.31,99,0,0.95,AU,1733599382
466,cedar city,37.6775,-113.0619,7.44,54,0,1.54,US,1733599323
467,bubaque,11.2833,-15.8333,26.79,64,100,3.48,GW,1733599384
468,samarinda,-0.5,117.15,23.94,95,100,0.66,ID,1733599385
469,estevan,49.1334,-102.9842,4.11,75,100,5.14,CA,1733599386
470,chapeco,-27.0964,-52.6183,19.86,94,100,1.54,BR,1733599387
471,itamaraca,-7.7478,-34.8256,27.32,68,25,4.66,BR,1733599388
472,khowy,38.5503,44.9521,2.59,58,100,0.17,IR,1733599389
473,gizo,-8.103,156.8419,28.15,77,90,1.43,SB,1733599391
474,barcelos,41.5388,-8.6151,10.7,63,1,4.61,PT,1733599392
475,carnarvon,-24.8667,113.6333,21.99,82,79,8.63,AU,1733599393
476,luwuk,-0.9516,122.7875,23.02,87,100,1.37,ID,1733599394
477,sal rei,16.1833,-22.9167,26.11,61,97,4.63,CV,1733599395
478,jaguarari,-10.2639,-40.1958,29.97,29,100,3.08,BR,1733599397
479,nuku'alofa,-21.1333,-175.2,26.19,83,40,2.57,TO,1733599398
480,prainha,-1.8,-53.48,30.85,56,74,2.75,BR,1733599399
481,bereznik,62.8551,42.7072,-7.8,93,99,2.45,RU,1733599400
482,bien hoa,10.95,106.8167,26.13,92,86,1.27,VN,1733599401
483,sao joao da barra,-21.6403,-41.0511,33.05,81,95,8.03,BR,1733599253
484,northam,51.0333,-4.2167,8.04,73,15,19.14,GB,1733599404
485,severo-yeniseyskiy,60.3725,93.0408,-17.03,99,98,1.42,RU,1733599405
486,mukalla,14.5425,49.1242,24.58,53,100,0.74,YE,1733599406
487,soe,-9.8607,124.284,19.67,88,100,1.3,ID,1733599314
488,san agustin de valle fertil,-30.6335,-67.4682,21.91,34,33,9.18,AR,1733599408
489,lubang,13.8584,120.124,28.1,80,100,7.63,PH,1733599392
490,ulysses,37.5814,-101.3552,15.77,36,0,3.09,US,1733599410
491,bozkurt,41.9577,34.0109,11.45,64,97,4.0,TR,1733599412
492,betio village,1.358,172.9211,28.02,74,65,8.02,KI,1733599413
493,panaba,21.2833,-88.2667,28.07,58,98,5.07,MX,1733599415
494,sorong,-0.8833,131.25,25.59,87,100,0.14,ID,1733599416
495,piti village,13.4626,144.6933,27.49,82,20,4.12,GU,1733599417
496,at taj,24.2049,23.2857,13.6,34,0,3.7,LY,1733599419
497,magadi,12.9667,77.2333,19.18,92,100,2.45,IN,1733599421
498,cromwell,41.5951,-72.6454,4.72,52,20,3.6,US,1733599415
499,boa vista,2.8197,-60.6733,32.99,40,40,7.72,BR,1733599375
500,casper,42.8666,-106.3131,9.34,34,0,11.83,US,1733599424
501,pipraich,26.8264,83.53,15.33,42,0,1.36,IN,1733599425
502,kosh-agach,50.0,88.6667,-20.25,87,100,1.3,RU,1733599427
503,bamboo flat,11.7,92.7167,27.05,78,40,2.57,IN,1733599428
504,limon,10.0,-83.0333,30.94,66,0,3.6,CR,1733599203
505,eldorado,-23.7869,-54.2836,30.9,58,80,5.77,BR,1733599330
506,nizhnesortymskiy,62.4397,71.7603,-21.52,100,88,2.79,RU,1733599431
507,kasongo-lunda,-6.4667,16.8167,22.07,97,100,0.4,CD,1733599432
508,znamenskoye,57.1281,73.8282,-14.99,97,84,2.65,RU,1733599433
509,qui nhon,13.7667,109.2333,22.72,90,95,5.74,VN,1733599246
510,ciudad lazaro cardenas,17.9583,-102.2,29.07,63,100,2.76,MX,1733599436
511,pordic,48.5705,-2.8178,9.12,71,100,13.38,FR,1733599437
512,bumba,2.1833,22.4667,24.41,71,62,1.23,CD,1733599438
513,yaren,-0.5472,166.916,27.7,81,100,7.74,NR,1733599439
514,ndikinimeki,4.7667,10.8333,22.76,52,43,1.24,CM,1733599440
515,basco,20.4487,121.9702,25.48,80,100,15.19,PH,1733599441
516,samamiya,11.3487,9.6399,19.39,28,4,2.7,NG,1733599443
517,kangding,30.0513,101.9603,-1.87,89,95,1.1,CN,1733599444
518,swan hill,-35.3378,143.5544,13.98,64,0,5.45,AU,1733599445
519,havre,49.5833,0.3333,8.87,76,75,18.52,FR,1733599446
520,las heras,-46.5419,-68.9359,20.22,22,11,6.15,AR,1733599447
521,iskateley,67.6803,53.1512,-11.98,95,19,4.45,RU,1733599448
522,oriximina,-1.7656,-55.8661,31.48,53,76,2.62,BR,1733599449
523,aktyubinskiy,54.8137,52.8056,-8.85,77,100,2.46,RU,1733599450
524,tadine,-21.55,167.8833,22.93,80,100,2.12,NC,1733599452
525,north battleford,52.7834,-108.2847,3.05,75,0,4.63,CA,1733599453
526,forster,-32.1667,152.5167,22.99,97,6,2.53,AU,1733599454
527,jianshui,23.6363,102.8264,12.36,99,55,1.21,CN,1733599455
528,warman,52.3168,-106.5679,2.95,81,75,4.12,CA,1733599457
529,sos'va,59.1766,61.8558,-8.83,86,100,1.71,RU,1733599458
530,queenstown,-31.8976,26.8753,16.06,90,46,3.8,ZA,1733599459
531,merizo village,13.2658,144.6691,27.31,85,97,7.97,GU,1733599460
532,tartagal,-22.5164,-63.8013,21.67,95,100,2.97,AR,1733599461
533,paragould,36.0584,-90.4973,13.25,44,0,4.02,US,1733599322
534,dunaivtsi,48.8891,26.8564,5.99,98,100,4.37,UA,1733599465
535,vilhena,-12.7406,-60.1458,28.12,74,75,4.63,BR,1733599466
536,pokachi,61.7198,75.3683,-21.88,99,47,2.44,RU,1733599467
537,herat,34.5,62.0,-0.36,62,5,6.2,AF,1733599468
538,arvayheer,46.2639,102.775,-11.12,55,0,0.13,MN,1733599469
539,axim,4.8699,-2.2405,26.53,80,47,2.96,GH,1733599470
540,paradip garh,20.3167,86.6167,22.5,79,53,1.62,IN,1733599471
541,hami,42.8,93.45,-2.93,66,7,1.95,CN,1733599472
542,grants,35.1473,-107.8514,10.13,34,0,3.09,US,1733599474
543,vadul lui voda,47.0917,29.0756,8.41,93,100,7.19,MD,1733599475
544,tsaratanana,-16.7833,47.65,26.43,64,0,0.98,MG,1733599476
545,manacapuru,-3.2997,-60.6206,28.26,71,72,1.23,BR,1733599477
546,suva,-18.1416,178.4415,24.71,100,75,1.54,FJ,1733599478
547,corowa,-36.0333,146.3833,14.67,83,0,5.38,AU,1733599479
548,tamandare,-8.7597,-35.1047,26.99,70,39,4.6,BR,1733599480
549,keflavik,64.0049,-22.5624,-2.76,80,0,5.14,IS,1733599482
550,slave lake,55.2834,-114.769,-2.01,93,0,1.54,CA,1733599483
551,kiunga,-6.1219,141.2906,23.62,100,100,1.06,PG,1733599392
552,barrouallie,13.2333,-61.2667,24.79,94,75,3.09,VC,1733599485
553,nouadhibou,20.931,-17.0347,22.86,47,98,5.85,MR,1733599486
554,kemijarvi,66.7131,27.4306,-1.98,91,99,5.18,FI,1733599487
555,kirsanov,52.6549,42.7224,-8.0,82,100,5.49,RU,1733599488
556,chipping ongar,51.7038,0.2455,6.68,89,100,3.58,GB,1733599490
557,tsiombe,-25.3,45.4833,24.3,85,0,1.48,MG,1733599491
558,namdrik,5.5994,168.1028,27.95,82,97,7.62,MH,1733599492
559,the bottom,17.6259,-63.2492,26.01,71,0,7.18,BQ,1733599493
560,kem',64.9555,34.5793,-4.96,94,20,3.92,RU,1733599494
561,mananjary,-21.2167,48.3333,25.04,77,100,3.31,MG,1733599495
562,yamada,39.4667,141.95,0.62,63,0,1.21,JP,1733599497
563,caspe,41.234,-0.0395,8.08,70,40,18.02,ES,1733599498
564,sungai penuh,-2.0833,101.3833,18.14,96,38,1.49,ID,1733599499
565,banda aceh,5.5577,95.3222,26.38,83,100,0.78,ID,1733599500
566,kidal,18.4411,1.4078,19.27,14,0,4.9,ML,1733599501
567,puerto princesa,9.7392,118.7353,26.3,86,100,1.19,PH,1733599502
568,zemio,5.0314,25.1361,25.37,36,48,1.44,CF,1733599503
569,zvolen,48.5744,19.1532,1.08,97,100,1.39,SK,1733599504
570,tazacorte,28.629,-17.9293,21.54,73,75,2.57,ES,1733599506
571,galesong,-5.3166,119.3661,26.46,84,100,2.3,ID,1733599507
572,puerto montt,-41.4698,-72.9447,18.46,42,0,4.63,CL,1733599499
